,           YEAR,           JDAY,        PRECACC,          ETACC,         ROFACC,      OVRFLWACC,      LATFLWACC,    DRAINSOLACC,       DSTGWACC,           PREC,             ET,            ROF,         OVRFLW,         LATFLW,       DRAINSOL,        FZWSCAN,        LQWSCAN,            SNO,        LQWSSNO,        LQWSPND,       LQWSSOL1,       FZWSSOL1,       ALWSSOL1,       LQWSSOL2,       FZWSSOL2,       ALWSSOL2,       LQWSSOL3,       FZWSSOL3,       ALWSSOL3,       LQWSSOL4,       FZWSSOL4,       ALWSSOL4,        LQWSSOL,        FZWSSOL,        ALWSSOL,          STGGW,            DZS,           STGW,          DSTGW
37,0,0,152.37,4.640000000000001,137.5,7.5200000000000005,129.98000000000002,0,3.799999999999997,0.0,0.24,0.27,0.01,0.26,0,0.0,0.0,0.25,0.0,0.01,0.13999999999999702,0.8,0.6600000000000001,3.9200000000000017,0.08,4.0,10.570000000000022,0.0,10.570000000000022,38.119999999999976,0,38.119999999999976,52.46999999999997,0.8800000000000001,53.35000000000002,12.16000000000001,0,41.450000000000045,0.2799999999999999
38,0,0,152.98000000000002,4.25,138.14000000000004,7.53,130.60999999999996,0,3.530000000000001,0.6,0.39,0.6399999999999999,0.0,0.6299999999999999,0,0.01,0.05,0.22,0.0,0.01,0.8399999999999999,1.58,0.7399999999999984,3.4200000000000017,0.2,3.6200000000000045,9.909999999999997,0.0,9.909999999999997,38.21999999999997,0,38.21999999999997,50.710000000000036,1.78,52.5,11.820000000000007,0,40.960000000000036,0.49999999999999994
39,0,0,151.91000000000003,3.6799999999999997,137.86,7.54,130.33000000000004,0,3.289999999999999,1.07,0.5900000000000001,0.27999999999999997,0.01,0.27999999999999997,0,0.04,0.009999999999999995,0.18,0.0,0.04,0.41000000000000014,0.02,0.4299999999999997,3.240000000000002,0.09,3.3299999999999983,9.329999999999984,0.0,9.329999999999984,38.27000000000001,0,38.27000000000001,51.24000000000001,0.12,51.360000000000014,11.510000000000005,0,40.030000000000086,0.92
40,0,0,151.91000000000003,3.6600000000000037,137.95999999999998,7.53,130.42000000000002,0,3.1000000000000014,0.0,0.010000000000000009,0.09000000000000001,0.0,0.1,0,0.09,0.06,0.17,0.0,0.02,0.030000000000001137,0.36,0.39000000000000057,2.759999999999998,0.01,2.770000000000003,8.810000000000002,0.0,8.810000000000002,38.28,0,38.28,49.870000000000005,0.37,50.24000000000001,11.209999999999994,0,39.07000000000005,0.9599999999999999
41,0,0,151.91000000000003,3.520000000000003,138.03999999999996,7.54,130.5,0,2.9200000000000017,0.0,0.1499999999999999,0.07999999999999999,0.01,0.07999999999999999,0,0.0,0.0,0.15,0.0,0.01,0.14999999999999858,0.52,0.370000000000001,2.539999999999999,0.02,2.5600000000000023,8.509999999999991,0.0,8.509999999999991,38.16999999999999,0,38.16999999999999,49.06,0.54,49.599999999999966,10.939999999999998,0,38.83000000000004,0.24
42,0,0,152.47000000000003,3.5500000000000043,138.27999999999997,7.54,130.73999999999995,0,2.740000000000002,0.56,0.030000000000000027,0.24,0.0,0.24,0,0.0,0.02,0.13,0.0,0.01,0.5,0.85,0.3500000000000014,2.710000000000001,0.02,2.730000000000004,8.419999999999987,0.0,8.419999999999987,37.97000000000003,0,37.97000000000003,48.589999999999975,0.87,49.45999999999998,10.700000000000003,0,38.92000000000007,0.10000000000000003
43,0,0,171.8,3.25,138.65000000000003,7.54,131.11,0,2.4299999999999997,19.34,0.30999999999999994,0.37,0.0,0.37,0,1.86,0.08,4.28,0.03,0.02,0.5400000000000027,0.08,0.6300000000000026,2.8800000000000026,0.0,2.8800000000000026,8.409999999999997,0.0,8.409999999999997,37.84,0,37.84,49.660000000000025,0.08,49.74999999999994,10.480000000000004,0,45.539999999999964,6.619999999999999
44,0,0,186.11,3.780000000000001,146.2,7.69,138.51,0,1.6700000000000017,14.299999999999999,0.5299999999999999,7.5600000000000005,0.15,7.4,0,3.56,0.05,20.85,0.23,0.06,1.4299999999999997,0.07,1.5,3.3499999999999943,0.0,3.3499999999999943,8.490000000000009,0.0,8.490000000000009,37.78000000000003,0,37.78000000000003,51.05000000000001,0.07,51.12000000000006,10.290000000000006,0,65.58000000000004,20.04
45,0,0,189.46000000000004,4.260000000000005,155.07999999999998,8.17,146.90999999999997,0,1.0,3.3699999999999997,0.47,8.870000000000001,0.47,8.4,0,1.0,0.010000000000000009,20.32,0.44,0.1,1.5,0.0,1.5,3.75,0.0,3.75,8.889999999999986,0.0,8.889999999999986,37.66999999999999,0,37.66999999999999,51.81000000000006,0.0,51.82000000000005,10.099999999999994,0,63.57000000000005,2.0100000000000002
46,0,0,187.43,5.589999999999996,158.89999999999998,9.09,149.81,0,0.5,2.0500000000000007,1.3399999999999999,3.8200000000000003,0.92,2.9000000000000004,0,0.01,0.020000000000000018,16.2,0.55,0.1,0.33000000000000185,0.0,0.33000000000000185,2.6599999999999966,0.0,2.6599999999999966,9.180000000000007,0.0,9.180000000000007,37.62000000000003,0,37.62000000000003,49.80000000000001,0.0,49.80000000000001,9.939999999999998,0,56.74000000000001,6.82
