,S_1_COMID,S_1_unitarea,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
76,71031506,123.10121078710958,71031506,51.337355303825625,-115.87135055837435,13,123101215.34791912,13,4825.0,51.2265,-115.7701,100214991.20601718,4825,5125613.807294328,0.041637394016036985,0.05114617828741148,0.041637394016037076,0.05114617828741226
71,71031506,123.10121078710958,71031506,51.337355303825625,-115.87135055837435,13,123101215.34791912,13,5135.0,51.3959,-115.8677,100243620.80824879,5135,27272783.30423463,0.22154763644821843,0.27206502602697713,0.2215476364482189,0.9965903785276634
70,71031506,123.10121078710958,71031506,51.337355303825625,-115.87135055837435,13,123101215.34791912,13,5134.0,51.3653,-116.0029,100233806.51057333,5134,20986966.62144362,0.17048545428352166,0.2093801218576866,0.17048545428352202,0.2093801218576878
64,71031643,30.687636424888915,71031643,51.396483558203364,-116.254430231879,12,30687621.30937864,12,5287.0,51.3882,-116.3225,100259294.10237402,5287,17748217.28510352,0.5783510264993844,0.17702316223153283,0.5783510264993846,0.6159563603834877
65,71031643,30.687636424888915,71031643,51.396483558203364,-116.254430231879,12,30687621.30937864,12,5288.0,51.4191,-116.1875,100241287.56481984,5288,12939404.024275105,0.42164897350061514,0.12908258002879294,0.4216489735006153,0.1290825800288
59,71031654,30.424569612252466,71031654,51.452937628714444,-116.11320667843498,11,30424562.54558073,11,5289.0,51.4499,-116.0522,100244102.91919631,5289,20492475.809839282,0.6735503847964408,0.20442574887779322,0.6735503847964407,0.2056210050817783
58,71031654,30.424569612252466,71031654,51.452937628714444,-116.11320667843498,11,30424562.54558073,11,5288.0,51.4191,-116.1875,100241287.56481984,5288,7507367.05955559,0.2467534922912494,0.07489296318845705,0.24675349229124935,0.07489296318846114
61,71031654,30.424569612252466,71031654,51.452937628714444,-116.11320667843498,11,30424562.54558073,11,5444.0,51.5345,-116.1017,100254287.36112264,5444,2424719.6761858636,0.07969612291230994,0.024185695594761563,0.07969612291230993,0.03028292600339403
53,71031687,27.933849104431616,71031687,51.39757362848894,-115.99937022778302,10,27933840.53424749,10,5134.0,51.3653,-116.0029,100233806.51057333,5134,19719023.946612645,0.7059188271099599,0.19673027128359682,0.7059188271099596,0.19673027128359796
55,71031687,27.933849104431616,71031687,51.39757362848894,-115.99937022778302,10,27933840.53424749,10,5289.0,51.4499,-116.0522,100244102.91919631,5289,8214816.587634859,0.29408117289004054,0.0819481281034214,0.29408117289004043,0.08242727033016278
48,71031838,65.10083996473467,71031838,51.46184022049939,-116.01221626525908,9,65100831.9857989,9,5134.0,51.3653,-116.0029,100233806.51057333,5134,2513747.295315326,0.03861313624783897,0.02507883699947242,0.038613136247839,0.025078836999472567
52,71031838,65.10083996473467,71031838,51.46184022049939,-116.01221626525908,9,65100831.9857989,9,5444.0,51.5345,-116.1017,100254287.36112264,5444,852139.9742433398,0.013089540459778237,0.00849978586126571,0.013089540459778247,0.010642587692915264
49,71031838,65.10083996473467,71031838,51.46184022049939,-116.01221626525908,9,65100831.9857989,9,5135.0,51.3959,-115.8677,100243620.80824879,5135,93308.01256769538,0.0014332844868718358,0.0009308124728074198,0.0014332844868718368,0.003409621472336672
50,71031838,65.10083996473467,71031838,51.46184022049939,-116.01221626525908,9,65100831.9857989,9,5289.0,51.4499,-116.0522,100244102.91919631,5289,47721302.601270646,0.7330367546098423,0.4760509716939392,0.7330367546098429,0.47883439247362997
51,71031838,65.10083996473467,71031838,51.46184022049939,-116.01221626525908,9,65100831.9857989,9,5290.0,51.4805,-115.9168,100249962.73298009,5290,13920334.10240184,0.21382728419566777,0.1388562521412524,0.21382728419566793,0.908275052067431
42,71031893,70.70905354766677,71031893,51.48127416375678,-116.31755357775405,8,70709070.88008781,8,5288.0,51.4191,-116.1875,100241287.56481984,5288,13957837.340321966,0.19739811549769062,0.13924239880993444,0.1973981154976916,0.13924239880994205
45,71031893,70.70905354766677,71031893,51.48127416375678,-116.31755357775405,8,70709070.88008781,8,5597.0,51.557,-116.4226,100283232.62985829,5597,11995433.905157354,0.1696449091446817,0.11961554878702463,0.16964490914468253,0.21132012575180162
44,71031893,70.70905354766677,71031893,51.48127416375678,-116.31755357775405,8,70709070.88008781,8,5443.0,51.5036,-116.2372,100256031.2423876,5443,6300196.658126527,0.08910026082524454,0.06284107379928726,0.08910026082524497,0.06284107379928575
41,71031893,70.70905354766677,71031893,51.48127416375678,-116.31755357775405,8,70709070.88008781,8,5287.0,51.3882,-116.3225,100259294.10237402,5287,5214903.472855246,0.07375154853468455,0.052014165066136875,0.07375154853468491,0.18098454122415775
43,71031893,70.70905354766677,71031893,51.48127416375678,-116.31755357775405,8,70709070.88008781,8,5442.0,51.4726,-116.3725,100263193.53747237,5442,33240699.503626373,0.47010516599769375,0.3315344178739229,0.47010516599769603,0.9469107906936359
35,71032102,48.068860239410455,71032102,51.538594011375025,-116.09591279134612,7,48068877.3922344,7,5289.0,51.4499,-116.0522,100244102.91919631,5289,553.4017290512005,1.1512682614481098e-05,5.520541487585366e-06,1.151268261448111e-05,5.55281952251304e-06
37,71032102,48.068860239410455,71032102,51.538594011375025,-116.09591279134612,7,48068877.3922344,7,5444.0,51.5345,-116.1017,100254287.36112264,5444,47182094.71018384,0.9815518329081298,0.47062420921941006,0.9815518329081308,0.589268894390785
39,71032102,48.068860239410455,71032102,51.538594011375025,-116.09591279134612,7,48068877.3922344,7,5599.0,51.619,-116.1514,100273689.36690547,5599,886229.2803214665,0.018436654409254797,0.00883810385273367,0.018436654409254814,0.0089773400169442
32,71032185,71.51295792421554,71032185,51.59238669262257,-116.4137831935709,6,71512963.03884064,6,5598.0,51.5881,-116.2871,100274426.0816763,5598,9224507.613083854,0.12899070631535395,0.09199262437633138,0.12899070631535378,0.09199262437633146
33,71032185,71.51295792421554,71032185,51.59238669262257,-116.4137831935709,6,71512963.03884064,6,5752.0,51.6414,-116.4729,100300521.94032885,5752,20849377.973898258,0.2915468341393489,0.20786908752381214,0.2915468341393485,0.25934584321663096
34,71032185,71.51295792421554,71032185,51.59238669262257,-116.4137831935709,6,71512963.03884064,6,5753.0,51.6726,-116.3372,100289660.16089223,5753,1186504.9655843761,0.016591466989557584,0.011830780597729572,0.016591466989557564,0.014729522609296735
31,71032185,71.51295792421554,71032185,51.59238669262257,-116.4137831935709,6,71512963.03884064,6,5597.0,51.557,-116.4226,100283232.62985829,5597,40252572.48627424,0.5628709925557409,0.4013888606368026,0.5628709925557401,0.7091180483246888
29,71032217,56.83543144744057,71032217,51.59767724817888,-116.22440490768652,5,56835436.89598809,5,5754.0,51.7035,-116.2012,100288956.74633914,5754,203213.04219368618,0.0035754637122888135,0.002026275362577287,0.0035754637122888113,0.005510530122684493
27,71032217,56.83543144744057,71032217,51.59767724817888,-116.22440490768652,5,56835436.89598809,5,5599.0,51.619,-116.1514,100273689.36690547,5599,21725214.758751545,0.3822476951925232,0.21665917446458074,0.38224769519252294,0.22007243967351325
24,71032217,56.83543144744057,71032217,51.59767724817888,-116.22440490768652,5,56835436.89598809,5,5443.0,51.5036,-116.2372,100256031.2423876,5443,7.639008231486486,1.3440572728360093e-07,7.619499931149044e-08,1.3440572728360085e-07,7.619499931148861e-08
28,71032217,56.83543144744057,71032217,51.59767724817888,-116.22440490768652,5,56835436.89598809,5,5753.0,51.6726,-116.3372,100289660.16089223,5753,275032.76706509123,0.004839107114957452,0.002742384076522574,0.0048391071149574486,0.003414314712781214
26,71032217,56.83543144744057,71032217,51.59767724817888,-116.22440490768652,5,56835436.89598809,5,5598.0,51.5881,-116.2871,100274426.0816763,5598,34137150.823139034,0.6006314491012334,0.34043725959930576,0.600631449101233,0.34043725959930604
25,71032217,56.83543144744057,71032217,51.59767724817888,-116.22440490768652,5,56835436.89598809,5,5444.0,51.5345,-116.1017,100254287.36112264,5444,494817.86583054106,0.008706150473270478,0.0049356279801598315,0.008706150473270472,0.006179903171188277
21,71032292,25.59130797430908,71032292,51.62579151857267,-116.08858700954771,4,25591309.146201268,4,5599.0,51.619,-116.1514,100273689.36690547,5599,16997585.881714605,0.6641936832777349,0.16951192270905435,0.664193683277735,0.17218242650706758
22,71032292,25.59130797430908,71032292,51.62579151857267,-116.08858700954771,4,25591309.146201268,4,5600.0,51.6497,-116.0155,100273808.08365858,5600,8593723.264486657,0.3358063167222649,0.08570257207462294,0.33580631672226496,0.8989838816626459
14,71032409,65.79137203163639,71032409,51.66166883363126,-116.17610386532309,3,65791369.44641105,3,5599.0,51.619,-116.1514,100273689.36690547,5599,33674827.50174014,0.5118426289814388,0.33582914635286426,0.5118426289814388,0.3411198244154225
15,71032409,65.79137203163639,71032409,51.66166883363126,-116.17610386532309,3,65791369.44641105,3,5600.0,51.6497,-116.0155,100273808.08365858,5600,965650.8686655461,0.014677470263817754,0.00963014058327078,0.014677470263817754,0.10101611833735424
16,71032409,65.79137203163639,71032409,51.66166883363126,-116.17610386532309,3,65791369.44641105,3,5753.0,51.6726,-116.3372,100289660.16089223,5753,248568.16604142627,0.003778127254880933,0.0024785024262985286,0.003778127254880933,0.0030857775802525683
17,71032409,65.79137203163639,71032409,51.66166883363126,-116.17610386532309,3,65791369.44641105,3,5754.0,51.7035,-116.2012,100288956.74633914,5754,30902322.909963943,0.4697017734998626,0.3081328584175543,0.4697017734998626,0.8379786032334212
8,71032422,50.92933897927326,71032422,51.67071036244054,-116.30432322278199,2,50929333.874234445,2,5598.0,51.5881,-116.2871,100274426.0816763,5598,177625.9184365297,0.0034876937302019584,0.001771398006225919,0.003487693730201953,0.0017713980062259206
10,71032422,50.92933897927326,71032422,51.67071036244054,-116.30432322278199,2,50929333.874234445,2,5753.0,51.6726,-116.3372,100289660.16089223,5753,44980021.99474166,0.8831849657766173,0.4485010909657219,0.883184965776616,0.5583914691936422
11,71032422,50.92933897927326,71032422,51.67071036244054,-116.30432322278199,2,50929333.874234445,2,5754.0,51.7035,-116.2012,100288956.74633914,5754,5771685.961056329,0.11332734049318229,0.05755056337513466,0.1133273404931821,0.15651086664389438
5,71032440,107.0124669866703,71032440,51.6657032004529,-116.44419530755665,1,107012475.63332617,1,5753.0,51.6726,-116.3372,100289660.16089223,5753,28351424.719636854,0.2649356960657731,0.28269539127117754,0.26493569606577266,0.3519605593963849
6,71032440,107.0124669866703,71032440,51.6657032004529,-116.44419530755665,1,107012475.63332617,1,5907.0,51.7258,-116.5234,100306019.36699602,5907,17812891.90077029,0.16645621732745844,0.17758547306714595,0.16645621732745813,1.0
7,71032440,107.0124669866703,71032440,51.6657032004529,-116.44419530755665,1,107012475.63332617,1,5908.0,51.757,-116.3875,100300328.74231344,5908,1305355.9697389898,0.012198166260649256,0.013014473492830164,0.012198166260649235,1.0
4,71032440,107.0124669866703,71032440,51.6657032004529,-116.44419530755665,1,107012475.63332617,1,5752.0,51.6414,-116.4729,100300521.94032885,5752,59542803.04318025,0.5564099203461211,0.5936439999644635,0.5564099203461201,0.740654156783369
