,Unnamed: 0,S_1_COMID,S_1_unitarea,ID_t,lat_t,lon_t,order_t,AS1,IDS1,ID_s,lat_s,lon_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N,rows,cols,easymore_case
44,179,71029798,8.979954945136939,71029798,51.145288982540585,-115.67396698775836,36,8979954.930220384,36,4670.0,51.1418,-115.7216,100199934.00316706,4670,8804798.328924924,0.9804947126509508,0.0878722966888044,0.9804947126509512,0.0878722966888033,31.0,20.0,2
45,180,71029798,8.979954945136939,71029798,51.145288982540585,-115.67396698775836,36,8979954.930220384,36,4671.0,51.172,-115.5869,100194351.53098074,4671,175156.6012954558,0.0195052873490487,0.0017481684208644,0.0195052873490487,0.0023323696399805,31.0,21.0,2
46,175,71029857,26.89471133308917,71029857,51.20475925182362,-115.5770042829418,35,26894707.552349526,35,4826.0,51.2568,-115.6352,100210702.20009908,4826,3712284.678260993,0.1380303046997321,0.0370447925896015,0.1380303046997318,0.0486378719939537,32.0,21.0,2
47,177,71029857,26.89471133308917,71029857,51.20475925182362,-115.5770042829418,35,26894707.552349526,35,4671.0,51.172,-115.5869,100194351.53098074,4671,23153216.980939686,0.8608837607128774,0.2310830563515405,0.8608837607128755,0.3083061669090848,31.0,21.0,2
48,178,71029857,26.89471133308917,71029857,51.20475925182362,-115.5770042829418,35,26894707.552349526,35,4672.0,51.2021,-115.4521,100188494.97162604,4672,29205.893148904743,0.0010859345873925,0.0002915094508324,0.0010859345873925,1.0,31.0,22.0,2
49,173,71029963,14.547657339155206,71029963,51.11326360480966,-115.67752107350933,34,14547665.003871612,34,4670.0,51.1418,-115.7216,100199934.00316706,4670,12459836.812226176,0.8564836218671659,0.1243497506877834,0.8564836218671661,0.1243497506877818,31.0,20.0,2
50,174,71029963,14.547657339155206,71029963,51.11326360480966,-115.67752107350933,34,14547665.003871612,34,4671.0,51.172,-115.5869,100194351.53098074,4671,126747.29494043556,0.0087125524891248,0.0012650143746001,0.0087125524891248,0.0016877556454185,31.0,21.0,2
51,172,71029963,14.547657339155206,71029963,51.11326360480966,-115.67752107350933,34,14547665.003871612,34,4515.0,51.0571,-115.6733,100188493.14658695,4515,1961080.8967049976,0.1348038256437091,0.0195739134816182,0.1348038256437091,0.0206194394611316,30.0,20.0,2
52,166,71029992,80.6156284867371,71029992,51.51280034375685,-116.1791905633178,33,80615625.55520587,33,5288.0,51.4191,-116.1875,100241287.56481984,5288,7405161.878906491,0.091857649530182,0.0738733715298502,0.0918576495301819,0.0738733715298542,35.0,18.0,2
53,167,71029992,80.6156284867371,71029992,51.51280034375685,-116.1791905633178,33,80615625.55520587,33,5289.0,51.4499,-116.0522,100244102.91919632,5289,181309.36974183508,0.0022490598874987,0.0018086786600103,0.0022490598874987,0.0018192538170112,35.0,19.0,2
54,169,71029992,80.6156284867371,71029992,51.51280034375685,-116.1791905633178,33,80615625.55520587,33,5444.0,51.5345,-116.1017,100254287.36112264,5444,28217149.41736559,0.3500208455002608,0.2814557876784414,0.3500208455002603,0.3524109843398221,36.0,19.0,2
55,168,71029992,80.6156284867371,71029992,51.51280034375685,-116.1791905633178,33,80615625.55520587,33,5443.0,51.5036,-116.2372,100256031.2423876,5443,42552500.70904078,0.527844328143316,0.4244383124059858,0.5278443281433154,0.4244383124059757,36.0,18.0,2
56,171,71029992,80.6156284867371,71029992,51.51280034375685,-116.1791905633178,33,80615625.55520587,33,5599.0,51.619,-116.1514,100273689.36690548,5599,673232.9895615471,0.0083511476208854,0.0067139545160062,0.0083511476208854,0.0068197266690686,37.0,19.0,2
57,170,71029992,80.6156284867371,71029992,51.51280034375685,-116.1791905633178,33,80615625.55520587,33,5598.0,51.5881,-116.2871,100274426.0816763,5598,1586271.1905897243,0.0196769693178581,0.0158192996217965,0.019676969317858,0.0158192996217965,37.0,18.0,2
58,164,71030026,0.51967862627117,71030026,51.565446735395206,-116.15334192439856,32,519678.6725208635,32,5599.0,51.619,-116.1514,100273689.36690548,5599,48138.606132320994,0.0926314830254812,0.0004800721548818,0.0926314830254812,0.0004876352483353,37.0,19.0,2
59,163,71030026,0.51967862627117,71030026,51.565446735395206,-116.15334192439856,32,519678.6725208635,32,5444.0,51.5345,-116.1017,100254287.36112264,5444,471540.0663885425,0.9073685169745188,0.0047034404093864,0.9073685169745188,0.0058891809549472,36.0,19.0,2
60,158,71030071,8.020691044098491,71030071,51.09595141700407,-115.65397885739998,31,8020688.013726417,31,4515.0,51.0571,-115.6733,100188493.14658695,4515,7563375.32960373,0.9429833596145302,0.0754914570731957,0.9429833596145308,0.0795237769092603,30.0,20.0,2
61,160,71030071,8.020691044098491,71030071,51.09595141700407,-115.65397885739998,31,8020688.013726417,31,4670.0,51.1418,-115.7216,100199934.00316706,4670,457312.6841226816,0.0570166403854691,0.0045640018496242,0.0570166403854691,0.0045640018496241,31.0,20.0,2
62,157,71030100,19.69020368190655,71030100,51.19584339001653,-115.84550009142453,30,19690199.27984487,30,4825.0,51.2265,-115.7701,100214991.20601718,4825,2922784.3972065733,0.1484385381613873,0.0291651414826555,0.1484385381613871,0.029165141482656,32.0,20.0,2
63,156,71030100,19.69020368190655,71030100,51.19584339001653,-115.84550009142453,30,19690199.27984487,30,4824.0,51.1961,-115.9049,100208757.4087252,4824,16372378.02488641,0.8314988483456021,0.1633827067439603,0.8314988483456013,0.1633827067439629,32.0,19.0,2
64,154,71030100,19.69020368190655,71030100,51.19584339001653,-115.84550009142453,30,19690199.27984487,30,4669.0,51.1114,-115.8561,100190896.32779302,4669,395036.8577519021,0.0200626134930115,0.003942841837241,0.0200626134930115,0.0047009303940222,31.0,19.0,2
65,149,71030270,25.139651095073123,71030270,51.600547629188,-116.14307211811474,29,25139650.650692243,29,5444.0,51.5345,-116.1017,100254287.36112264,5444,426408.6464550014,0.016961597930688,0.0042532709341302,0.016961597930688,0.005325523446948,36.0,19.0,2
66,151,71030270,25.139651095073123,71030270,51.600547629188,-116.14307211811474,29,25139650.650692243,29,5599.0,51.619,-116.1514,100273689.36690548,5599,24713242.00423724,0.9830384020693118,0.2464578910008037,0.983038402069312,0.2503406074696484,37.0,19.0,2
67,148,71030287,32.08196751822735,71030287,51.4018479414558,-116.05402952349029,28,32081965.261371985,28,5289.0,51.4499,-116.0522,100244102.91919632,5289,16106122.754938236,0.5020304281150344,0.1606690297574999,0.5020304281150346,0.1616084449518193,35.0,19.0,2
68,145,71030287,32.08196751822735,71030287,51.4018479414558,-116.05402952349029,28,32081965.261371985,28,5133.0,51.3346,-116.1379,100230637.07975684,5133,28836.14886462793,0.0008988273826026,0.0002876979504947,0.0008988273826026,0.0002999312462935,34.0,18.0,2
69,146,71030287,32.08196751822735,71030287,51.4018479414558,-116.05402952349029,28,32081965.261371985,28,5134.0,51.3653,-116.0029,100233806.51057331,5134,15947006.35756911,0.4970707445023627,0.1590980819020069,0.4970707445023629,0.1590980819020078,34.0,19.0,2
70,144,71030302,17.094724173106993,71030302,51.18994497103739,-115.90939494470764,27,17094727.18615843,27,4824.0,51.1961,-115.9049,100208757.4087252,4824,17094727.18615844,1.0000000000000009,0.1705911501969188,1.0,0.1705911501969215,32.0,19.0,2
71,137,71030418,74.48828939730865,71030418,51.01642151868036,-115.59888355167412,26,74488302.13513575,26,4360.0,50.9723,-115.6251,100161140.7840008,4360,34934519.68871038,0.4689933679161139,0.3487831649606234,0.4689933679161135,0.878923660061911,29.0,20.0,2
72,139,71030418,74.48828939730865,71030418,51.01642151868036,-115.59888355167412,26,74488302.13513575,26,4515.0,51.0571,-115.6733,100188493.14658695,4515,24766547.006578986,0.3324890794483114,0.2471995159198847,0.3324890794483112,0.2604034935639094,30.0,20.0,2
73,138,71030418,74.48828939730865,71030418,51.01642151868036,-115.59888355167412,26,74488302.13513575,26,4361.0,51.0024,-115.4909,100165776.52068916,4361,10794287.508379037,0.1449125191334899,0.1077642272972294,0.1449125191334898,1.0,29.0,21.0,2
74,140,71030418,74.48828939730865,71030418,51.01642151868036,-115.59888355167412,26,74488302.13513575,26,4516.0,51.0872,-115.5388,100187468.9732141,4516,3992947.931467408,0.0536050335020853,0.0398547639978304,0.0536050335020853,0.1953945927469614,30.0,21.0,2
75,133,71030527,31.641691415599308,71030527,51.03585973625619,-115.66737554946616,25,31641691.57749448,25,4360.0,50.9723,-115.6251,100161140.7840008,4360,4812413.152134531,0.1520908937611103,0.0480467086782945,0.1520908937611103,0.1210763399380889,29.0,20.0,2
76,134,71030527,31.641691415599308,71030527,51.03585973625619,-115.66737554946616,25,31641691.57749448,25,4515.0,51.0571,-115.6733,100188493.14658695,4515,26829278.42535995,0.8479091062388898,0.2677880221844011,0.8479091062388896,0.2820917195241902,30.0,20.0,2
77,128,71030563,36.3215347823274,71030563,51.05964422407792,-115.72337024058064,24,36321529.29878293,24,4514.0,51.0268,-115.8076,100177058.37932593,4514,7639517.278490306,0.2103302758991013,0.0762601478031312,0.2103302758991014,0.7017415152178823,30.0,19.0,2
78,129,71030563,36.3215347823274,71030563,51.05964422407792,-115.72337024058064,24,36321529.29878293,24,4515.0,51.0571,-115.6733,100188493.14658695,4515,28682012.0202926,0.7896697241008981,0.2862805010783785,0.7896697241008985,0.3015719603763173,30.0,20.0,2
79,123,71030690,65.96896382496796,71030690,51.10657329943125,-115.77731538440516,23,65968959.199608654,23,4515.0,51.0571,-115.6733,100188493.14658695,4515,3278418.804088942,0.0496963851463703,0.0327225083552484,0.0496963851463703,0.0344703567164043,30.0,20.0,2
80,124,71030690,65.96896382496796,71030690,51.10657329943125,-115.77731538440516,23,65968959.199608654,23,4669.0,51.1114,-115.8561,100190896.32779302,4669,30455724.0450258,0.4616674935384833,0.3039769595970503,0.4616674935384835,0.3624224829297608,31.0,19.0,2
81,125,71030690,65.96896382496796,71030690,51.10657329943125,-115.77731538440516,23,65968959.199608654,23,4670.0,51.1418,-115.7216,100199934.00316706,4670,28987821.83964204,0.4394160858583623,0.289299809705721,0.4394160858583625,0.2892998097057174,31.0,20.0,2
82,122,71030690,65.96896382496796,71030690,51.10657329943125,-115.77731538440516,23,65968959.199608654,23,4514.0,51.0268,-115.8076,100177058.37932593,4514,3246994.5108518526,0.0492200354567836,0.0324125559622336,0.0492200354567836,0.2982584847821177,30.0,19.0,2
83,118,71030774,35.558875383565294,71030774,51.12230351891289,-115.59961679849916,22,35558881.9139084,22,4515.0,51.0571,-115.6733,100188493.14658695,4515,2027639.0514513548,0.0570220136943695,0.0202382428138198,0.0570220136943696,0.0213192534487865,30.0,20.0,2
84,121,71030774,35.558875383565294,71030774,51.12230351891289,-115.59961679849916,22,35558881.9139084,22,4671.0,51.172,-115.5869,100194351.53098074,4671,17063934.829096254,0.4798782726186313,0.1703083514026235,0.4798782726186317,0.2272218302914888,31.0,21.0,2
85,120,71030774,35.558875383565294,71030774,51.12230351891289,-115.59961679849916,22,35558881.9139084,22,4670.0,51.1418,-115.7216,100199934.00316706,4670,24951.81780743329,0.0007017042287168,0.0002490203018162,0.0007017042287168,0.0002490203018162,31.0,20.0,2
86,119,71030774,35.558875383565294,71030774,51.12230351891289,-115.59961679849916,22,35558881.9139084,22,4516.0,51.0872,-115.5388,100187468.9732141,4516,16442356.215553325,0.4623980094582813,0.1641158957708505,0.4623980094582817,0.8046054072530385,30.0,21.0,2
87,116,71030784,35.48685914400276,71030784,51.12454605497131,-115.90130455215166,21,35486859.28681138,21,4669.0,51.1114,-115.8561,100190896.32779302,4669,27364837.717120208,0.7711259397725934,0.2731269877813159,0.771125939772594,0.3256409998904124,31.0,19.0,2
88,115,71030784,35.48685914400276,71030784,51.12454605497131,-115.90130455215166,21,35486859.28681138,21,4668.0,51.0809,-115.9904,100179795.96328664,4668,1323107.0341435857,0.0372844219165745,0.0132073241058353,0.0372844219165745,0.1315461012505772,31.0,18.0,2
89,117,71030784,35.48685914400276,71030784,51.12454605497131,-115.90130455215166,21,35486859.28681138,21,4824.0,51.1961,-115.9049,100208757.4087252,4824,6798914.5355475545,0.1915896383108312,0.0678475086545237,0.1915896383108314,0.0678475086545248,32.0,19.0,2
90,110,71030838,50.69190663107943,71030838,51.15346635743226,-115.96890550579374,20,50691901.50246705,20,4668.0,51.0809,-115.9904,100179795.96328664,4668,8735017.239895133,0.1723158331211943,0.0871934021815765,0.1723158331211944,0.8684538987494228,31.0,18.0,2
91,112,71030838,50.69190663107943,71030838,51.15346635743226,-115.96890550579374,20,50691901.50246705,20,4823.0,51.1655,-116.0394,100199502.59522548,4823,25459713.057657678,0.5022441909467257,0.2540902140054219,0.502244190946726,0.8408769867073849,32.0,18.0,2
92,111,71030838,50.69190663107943,71030838,51.15346635743226,-115.96890550579374,20,50691901.50246705,20,4669.0,51.1114,-115.8561,100190896.32779302,4669,3031721.585778921,0.05980682310036,0.0302594516757299,0.05980682310036,0.0360774238381374,31.0,19.0,2
93,113,71030838,50.69190663107943,71030838,51.15346635743226,-115.96890550579374,20,50691901.50246705,20,4824.0,51.1961,-115.9049,100208757.4087252,4824,13465449.619135289,0.2656331528317192,0.1343739805515525,0.2656331528317194,0.1343739805515547,32.0,19.0,2
94,106,71030896,26.85736273726848,71030896,51.14773634594737,-115.85318387681156,19,26857359.11883567,19,4824.0,51.1961,-115.9049,100208757.4087252,4824,7912526.259101404,0.2946129671234939,0.0789604268500036,0.294612967123494,0.0789604268500048,32.0,19.0,2
95,104,71030896,26.85736273726848,71030896,51.14773634594737,-115.85318387681156,19,26857359.11883567,19,4669.0,51.1114,-115.8561,100190896.32779302,4669,18944832.859734256,0.7053870328765057,0.1890873677559759,0.705387032876506,0.2254431171481411,31.0,19.0,2
96,100,71031094,31.697741876133875,71031094,51.2558967160116,-115.61448599058492,18,31697750.225895688,18,4826.0,51.2568,-115.6352,100210702.20009908,4826,31697750.225895688,1.0,0.3163110279638809,1.0,0.4152998090398722,32.0,21.0,2
97,98,71031120,77.50658197268143,71031120,51.24199997679701,-116.0190438071372,17,77506556.91867915,17,4824.0,51.1961,-115.9049,100208757.4087252,4824,16942037.030184772,0.2185884356591994,0.1690674295169897,0.2185884356591992,0.1690674295169924,32.0,19.0,2
98,97,71031120,77.50658197268143,71031120,51.24199997679701,-116.0190438071372,17,77506556.91867915,17,4823.0,51.1655,-116.0394,100199502.59522548,4823,4817858.406570479,0.0621606557961984,0.0480826579153103,0.0621606557961984,0.159123013292615,32.0,18.0,2
99,94,71031120,77.50658197268143,71031120,51.24199997679701,-116.0190438071372,17,77506556.91867915,17,4979.0,51.2807,-115.9538,100222852.81220296,4979,19193930.72967904,0.2476426704106796,0.1915125162685652,0.2476426704106794,0.19151251626857,33.0,19.0,2
100,95,71031120,77.50658197268143,71031120,51.24199997679701,-116.0190438071372,17,77506556.91867915,17,5133.0,51.3346,-116.1379,100230637.07975684,5133,417255.61542627175,0.005383487952691,0.0041629548367955,0.005383487952691,0.0043399691597272,34.0,18.0,2
101,93,71031120,77.50658197268143,71031120,51.24199997679701,-116.0190438071372,17,77506556.91867915,17,4978.0,51.25,-116.0886,100220123.76089516,4978,36135475.13681864,0.4662247501812322,0.3605610707788641,0.4662247501812319,0.6816683595696934,33.0,18.0,2
102,87,71031296,93.33141750026856,71031296,51.27375469354751,-115.7018512313946,16,93331413.22036368,16,4980.0,51.3112,-115.8188,100230093.82956985,4980,11828854.72153287,0.1267403365424661,0.1180169973864987,0.126740336542466,0.1342395174826775,33.0,20.0,2
103,88,71031296,93.33141750026856,71031296,51.27375469354751,-115.7018512313946,16,93331413.22036368,16,4981.0,51.3415,-115.6837,100225338.62746648,4981,26856316.95556461,0.2877521729168986,0.2679593536260172,0.2877521729168983,1.0,33.0,21.0,2
104,92,71031296,93.33141750026856,71031296,51.27375469354751,-115.7018512313946,16,93331413.22036368,16,4825.0,51.2265,-115.7701,100214991.20601718,4825,13368516.292657686,0.1432370498997314,0.1333983681660494,0.1432370498997312,0.1333983681660515,32.0,20.0,2
105,86,71031296,93.33141750026856,71031296,51.27375469354751,-115.7018512313946,16,93331413.22036368,16,4826.0,51.2568,-115.6352,100210702.20009908,4826,40274748.411599725,0.4315240391411142,0.4019006705609124,0.4315240391411137,0.5276745259605765,32.0,21.0,2
