#bow at banff
2 0 0 24 2000 1 0
3070.3338 -6934.308 05BB001 #data to: 2016/12/31
3085.716 -6971.334 05BA001 #data to: 2019/10/31
9.99	-1
9.69	-1
9.51	-1
8.9	-1
8.7	-1
9	-1
8.92	-1
8.44	-1
8.56	-1
8.4	-1
8.51	-1
8.59	-1
8.24	-1
8.49	-1
8.52	-1
8.57	-1
8.62	-1
8.55	-1
8.42	-1
7.86	-1
7.88	-1
8.6	-1
8.77	-1
8.26	-1
8.1	-1
8.43	-1
8.62	-1
8.45	-1
8.45	-1
8.51	-1
8.28	-1
7.94	-1
7.82	-1
7.46	-1
7.13	-1
6.97	-1
7.54	-1
7.47	-1
7.83	-1
7.89	-1
7.85	-1
8.02	-1
8.14	-1
7.65	-1
7.74	-1
7.8	-1
7.9	-1
8	-1
8	-1
7.9	-1
7.8	-1
7.6	-1
7.3	-1
7.2	-1
7.2	-1
7.3	-1
7.5	-1
7.2	-1
7	-1
6.8	-1
6.9	-1
7.2	-1
7.4	-1
7.32	-1
6.62	-1
6.3	-1
6.39	-1
6.44	-1
6.49	-1
6.45	-1
6.27	-1
6.4	-1
6.64	-1
6.71	-1
6.9	-1
6.82	-1
6.86	-1
6.75	-1
6.37	-1
6.77	-1
7.23	-1
7.45	-1
7.29	-1
7.41	-1
7.35	-1
7.25	-1
7.04	-1
7.13	-1
7.29	-1
7.22	-1
7.06	-1
7.05	-1
7.17	-1
7.18	-1
7.28	-1
7.41	-1
7.78	-1
7.39	-1
7.16	-1
7.17	-1
7.2	-1
7.24	-1
7.22	-1
7.42	-1
7.57	-1
7.62	-1
7.64	-1
7.66	-1
7.7	-1
7.8	-1
7.99	-1
8.34	-1
8.84	-1
9.87	-1
12.7	-1
15.3	-1
13.8	-1
12	3.01
10.9	2.85
10.3	2.72
10.4	2.8
11.4	3.02
11.9	3.6
11.4	3.4
11.1	3.26
11.9	3.75
12.2	3.68
10.8	3.48
10.4	3.68
16.5	6.46
36.4	7.02
31.4	7.32
27.7	6.97
22.7	6.46
19.3	5.81
17.4	5.4
15.8	4.93
14.8	4.55
15.6	4.79
40.1	6.28
90.5	14.2
145	26.4
140	28.5
133	29.3
157	34.9
165	36.6
113	28.2
88.1	21.9
88.3	19.8
122	26
110	23.9
89.3	20.1
86.5	18.6
92.9	19.2
91.3	18.8
82.4	17.5
80.5	17.1
82.8	17.2
75.8	15.7
70.4	14.8
64.6	13.2
62.9	12.8
69.1	13.7
74.8	13.6
70.5	13.1
68.3	13.5
67.5	12.9
71.3	13.6
79.9	15.6
95.4	19.1
103	21.8
97.5	21.1
90.6	20.3
83.7	18.1
75.1	16.1
77.9	17.1
88.4	20.3
87.9	21.1
87.8	22.4
90.8	23.4
87.7	23.3
88.1	24.8
93.1	27.4
92.8	26.7
85.9	25.2
82.9	24.9
83.5	25.4
83.6	26.2
82.9	27.2
82.8	26.9
82	26.3
79.8	25.6
76	24.7
72	23.4
71.3	22.8
69.8	20.8
65.4	18.8
60.7	17.2
57.3	16.3
58.4	17.4
60	18.5
64.7	21.9
71.7	22.4
66.4	20.6
62.1	19.5
60.5	19.5
62.3	19.5
59	18.2
56.3	17.3
54.4	17.1
52.6	16.7
51.6	17.4
53.9	19.9
56.2	20.2
55.5	21.3
57.6	23
59	22.4
56.1	21
53.8	20.2
52.4	19.8
51.5	19.6
50.7	19.9
51.5	20.7
51.7	21.1
51.6	20.8
51.3	20.6
51	20.8
51.2	19.9
47.7	17.3
43.3	15.2
39.9	13.8
38.2	14
39.8	13.3
36.6	11.5
33.1	10.8
31.9	11.4
33	12.1
33.7	12.6
34.2	13
34.3	14
36.5	15.3
40.2	14.7
36.3	12.6
32.8	10.9
31.6	9.73
29.3	8.49
27.1	7.51
25.3	6.66
23.5	6.11
22.1	5.72
21.2	5.37
20.5	5.27
20	5.52
19.9	5.78
20	6.4
20.7	7.12
21.8	7.92
24	8.95
26.7	8.85
27.3	7.98
25.1	7.22
23.4	6.76
22.3	6.84
22.2	7.09
22.4	7.34
22.8	7.92
24.3	8.21
24.2	7.42
22.6	6.65
21.1	6.09
20.1	5.7
19.5	5.28
18.6	4.81
17.9	4.34
17.1	3.98
16.5	3.78
16	3.62
15.5	3.48
15.1	3.32
14.8	3.18
14.6	3.06
14.4	2.96
14.3	2.91
14	2.78
13.2	2.62
13	2.6
13.7	2.7
13.3	2.65
13.1	2.62
12.9	2.58
12.6	2.54
12.7	2.58
12.6	2.62
12.5	2.55
12.2	2.5
12.1	2.48
12.9	2.88
13.2	2.6
11.4	2.65
11.6	3.43
12.3	3.2
12.4	-1
11.9	-1
11.6	-1
11.3	-1
11	-1
10.5	-1
9.8	-1
9.8	-1
11.2	-1
10.6	-1
9.98	-1
9.87	-1
10.8	-1
11.2	-1
11.2	-1
11.9	-1
11.8	-1
9.8	-1
10.5	-1
10.7	-1
11.3	-1
10.8	-1
10.4	-1
10.2	-1
9.15	-1
8.14	-1
7.73	-1
7.72	-1
7.42	-1
7.42	-1
7.64	-1
8.23	-1
8.74	-1
8.68	-1
8.32	-1
7.82	-1
8.41	-1
9.04	-1
9.43	-1
8.53	-1
8.17	-1
8.05	-1
8.38	-1
8.81	-1
8.72	-1
8.66	-1
8.64	-1
8.18	-1
7.8	-1
7.45	-1
6.87	-1
6.51	-1
6.59	-1
6.79	-1
6.98	-1
7.13	-1
7.25	-1
7.29	-1
7.27	-1
7.21	-1
7.17	-1
7.02	-1
7.1	-1
7.31	-1
7.64	-1
7.8	-1
7.92	-1
8.11	-1
8.19	-1
7.9	-1
7.7	-1
7.54	-1
7.51	-1
7.41	-1
6.83	-1
6.2	-1
6.35	-1
6.78	-1
6.6	-1
6.84	-1
7.04	-1
7.1	-1
6.86	-1
6.77	-1
7.03	-1
7.01	-1
6.36	-1
6.56	-1
7.08	-1
7.49	-1
7.7	-1
7.81	-1
8.07	-1
8.17	-1
8.08	-1
8	-1
7.95	-1
7.93	-1
7.85	-1
7.85	-1
7.54	-1
7.5	-1
7.36	-1
7.01	-1
7.03	-1
7.05	-1
7.24	-1
7.19	-1
7.33	-1
7.2	-1
6.95	-1
6.91	-1
6.8	-1
6.83	-1
6.56	-1
6.24	-1
6.12	-1
6.11	-1
6.03	-1
6.01	-1
5.93	-1
5.88	-1
6.09	-1
6.26	-1
5.93	-1
6.22	-1
6.25	-1
6.47	-1
6.02	-1
6.09	-1
6.28	-1
6.17	-1
6.27	-1
5.99	-1
5.82	-1
5.75	-1
5.58	-1
5.94	-1
6.06	-1
6.09	-1
6.41	-1
6.86	-1
7.36	-1
7.34	-1
7.04	-1
6.63	-1
6.33	-1
6.24	-1
6.12	-1
6.07	-1
6.16	-1
6.23	-1
5.99	-1
6.17	-1
6.25	-1
6.5	-1
6.87	-1
7.04	-1
6.92	-1
6.93	-1
7.09	-1
7.35	-1
7.72	-1
8.48	-1
8.99	-1
8.69	-1
8.33	-1
8.15	-1
8.08	-1
8.17	-1
8.44	-1
8.76	-1
8.84	-1
8.75	-1
8.28	-1
7.94	-1
7.94	-1
7.78	-1
7.8	-1
7.98	-1
8.28	-1
8.53	1.8
8.57	1.85
8.99	1.9
8.7	1.85
8.46	1.8
8.27	1.75
8.08	1.76
7.77	1.78
7.65	1.74
7.65	1.76
7.69	1.99
7.85	2.26
8.38	2.62
9.65	2.91
10.4	2.54
10	2.42
9.71	2.53
9.78	2.73
10.2	3.46
16.3	5.6
46.5	8.49
53.3	9.21
40.9	8.69
33.5	8.46
29.3	8.58
28	9.04
31.7	9.86
42.7	11.2
56.9	14.8
77.5	18.2
86.9	20
82	19.9
80	19.7
79.8	20.4
84.6	21.7
91.4	23.6
115	26.2
99	24.4
83.3	21.7
71.5	19.2
66.2	17.5
64.8	16.7
67.2	17.4
92.4	21.3
132	28.3
167	36.1
195	44.3
214	47.9
209	46.9
192	42.6
163	37.1
159	35.1
166	36
184	39.1
192	42.6
201	45.1
205	47.1
215	50.5
224	55.9
226	57.7
207	52.9
166	42.9
132	34.4
113	28.7
104	26.9
96.5	25
85.9	21.7
81	20.3
91.8	23.9
113	31.1
121	34.8
126	37.9
136	41.9
140	43.8
140	45.1
139	44.4
125	40.6
115	38.1
112	37.7
109	37
105	36
95	32.2
85.1	29.2
79.9	28.1
77.9	28.2
79.5	29.5
85.6	33.6
91	33.5
81.4	30.1
73.7	27
66.6	23.2
59.8	19.7
53.3	16.7
50.8	17.2
54.6	16.8
48.8	15
46.5	14.2
44.7	13.6
42.6	13
40.5	12.5
39.2	12.6
39.3	13.7
41.4	14.2
40.8	14.3
40	15.4
43.1	17.5
45.6	17.5
45.6	16.7
42.4	14.9
39.1	13.8
37.4	13.5
36.9	13.6
36.6	13.8
36.5	14.2
36.8	15
38.2	16.4
41.8	19
44.2	19.6
44.7	20
44.2	20
44.2	20.1
44.5	20.6
44.7	19
46.3	22.3
49.2	18.8
49.4	18.9
54.4	17.9
48.2	15.2
45.6	14.1
42.4	12.7
39.4	11.5
36.4	10.5
34	10
32.8	10.2
32.4	10.7
32.5	11.3
32.7	11.3
32.4	11.7
32.4	11.7
31.9	11
30.8	10.1
29.5	9.64
29.4	9.44
28	8.55
26.6	7.83
25.5	7.47
25.5	7.7
25	7.13
24.1	6.84
24.1	6.63
23.4	6.33
22.9	6.52
26	7.17
25	6.75
23.7	6.34
23.1	6.08
22.7	5.83
22.1	5.69
21.8	5.68
22.1	5.81
22.5	5.66
21.8	5.53
21	5.49
20.5	5.4
19.5	5
19.9	4.9
19.5	4.91
19.1	4.76
18.8	4.63
18.4	4.53
18.1	4.38
17.7	4.3
17.5	4.22
17.2	4.17
17.1	4.08
16.1	3.89
14.7	3.7
14.3	3.54
14.4	3.3
13.8	3.1
13.6	2.93
13.1	2.8
10.9	2.7
10.2	2.6
11	-1
11.3	-1
11.2	-1
11.3	-1
11.4	-1
12.1	-1
13	-1
13.2	-1
13.3	-1
13.2	-1
12.9	-1
12.5	-1
12.3	-1
12.1	-1
12	-1
11.7	-1
11.8	-1
11.7	-1
11.7	-1
11.7	-1
11.6	-1
11.5	-1
11.1	-1
8.86	-1
7.97	-1
8.53	-1
9.8	-1
10.3	-1
10.2	-1
9.92	-1
9.53	-1
9.51	-1
9.84	-1
8.82	-1
7.49	-1
7.99	-1
7.93	-1
8.36	-1
8.63	-1
8.82	-1
9.51	-1
9.5	-1
9.89	-1
9.9	-1
10	-1
10	-1
9.86	-1
9.21	-1
8.8	-1
7.85	-1
7.37	-1
7.06	-1
7.36	-1
7.24	-1
7.46	-1
8.08	-1
8.53	-1
8.72	-1
8.95	-1
8.92	-1
8.98	-1
8.89	-1
9.12	-1
9.37	-1
9.4	-1
9.54	-1
9.44	-1
9.21	-1
9.03	-1
8.35	-1
7.49	-1
7.48	-1
8.58	-1
8.94	-1
8.55	-1
8.65	-1
8.53	-1
8.36	-1
8.35	-1
8.44	-1
8.6	-1
8.35	-1
7.45	-1
8.11	-1
8.72	-1
8.7	-1
8.79	-1
8.92	-1
8.65	-1
8.32	-1
8.35	-1
8.36	-1
8.25	-1
7.98	-1
7.82	-1
7.78	-1
7.56	-1
7.16	-1
7.11	-1
7.29	-1
7.43	-1
7.36	-1
7.09	-1
7.04	-1
6.74	-1
6.84	-1
6.87	-1
6.95	-1
6.91	-1
6.71	-1
6.65	-1
6.67	-1
6.27	-1
5.93	-1
5.64	-1
6.33	-1
6.45	-1
6.67	-1
6.92	-1
6.77	-1
6.89	-1
6.84	-1
6.79	-1
6.4	-1
6.85	-1
6.3	-1
6.25	-1
6.5	-1
6.9	-1
7.46	-1
7.82	-1
8.05	-1
8.7	-1
8.64	-1
8.25	-1
7.82	-1
7.75	-1
7.71	-1
7.89	-1
7.79	-1
7.89	-1
7.93	-1
8.01	-1
7.86	-1
7.74	-1
7.77	-1
7.84	-1
7.8	-1
7.85	-1
7.97	-1
8.39	-1
8.28	-1
7.96	-1
7.68	-1
7.68	-1
7.8	-1
7.75	-1
8	-1
8.25	-1
8.76	-1
8.83	-1
9.11	-1
9.23	-1
9.58	-1
9.92	-1
9.76	-1
9.74	-1
9.42	-1
9.11	-1
8.94	-1
9.09	-1
9.6	-1
10.2	-1
11.3	-1
12.4	-1
23.8	-1
29.9	-1
26	-1
23	-1
20.4	-1
18.6	-1
18.5	4.58
19.1	4.75
19.8	4.46
18.6	4.2
17.5	4.03
17	3.74
16.2	3.46
15.4	3.28
14.8	3.11
14.5	3.22
14.5	3.64
15.7	4.32
17.6	5.08
20	5.59
23.5	6.4
24	5.74
21.7	5.3
20.3	5.01
18.8	4.63
18.1	4.46
17.7	4.49
17.9	4.83
19.6	5.84
26.7	8.52
78.3	15.3
139	23.4
133	27.7
126	28.6
138	30.6
147	31.6
148	31.9
149	32.8
157	34.3
140	32.2
123	29
122	27.8
123	28.5
129	29.2
147	32
153	33.3
152	34.3
164	35.4
148	33.4
142	33.3
147	35
136	32.6
121	29
119	28.2
129	30.4
150	36.1
157	38.2
153	36.2
133	32.2
116	27.8
102	24.1
91.4	21.6
89	21.6
94.7	24.2
98.4	25.8
98.8	27
104	29.3
109	30
99.7	28.3
88.4	24.5
75.7	20.9
72.4	20.8
74.9	20.9
70.7	20.6
70.7	21.4
73.7	21.9
68.8	20.7
68.4	22.2
74.2	25.3
84.6	29.7
87.2	28.6
78.8	26.4
74.1	25.8
75.2	27.2
74.5	26.4
70.1	25.5
68.9	25.6
69.3	25.6
68.7	26
70	26.5
69.2	26.1
66.2	25
62.7	23.2
59.2	22.6
58.9	23.4
59.7	23.9
60.1	24.5
60	24.8
61.3	25.5
61.7	25.9
60	24.7
57.2	23.3
54.7	22.6
53.6	22.6
53.3	23.8
53.6	23.5
52.3	23.1
51.7	23.4
52.3	23.1
50.3	21.3
47.2	19.9
44.8	18.9
43.4	18.7
43.3	19.7
45.5	20.9
46.6	22.1
48.4	22.4
47.9	21.6
45.2	20.5
44	20.2
43.4	19.8
41.2	17.6
38	15.5
35.7	15.6
37.4	15.7
38.4	15.4
36.2	14.9
35	14.6
34.4	14.7
34.3	14.6
33.9	14.4
33.5	14.7
34.1	15.7
35	16
35	16
35.1	15.6
35.7	15.8
39.7	15.3
37.2	12.9
33.7	11.8
33.5	10.2
30.7	8.7
28.6	7.79
28.2	7.42
28.7	7.42
27.7	6.87
26.4	6.36
25.5	6.24
25.4	6.02
24.5	5.7
23.7	5.5
23.8	5.81
24.2	5.62
23.5	5.49
23	5.36
22.4	5.24
22.1	5.25
21.9	5.21
21.6	5.06
21.2	4.95
20.8	4.88
20.5	4.89
20.3	4.92
20.1	4.88
19.9	4.9
19.8	5.11
20	5.29
20.4	5.39
20.1	5.13
19.5	4.92
19.1	4.87
19	4.91
18.7	4.73
18.1	4.46
17.8	4.46
20.2	6.05
31.1	8.7
30.6	8.62
29.2	9.47
42.8	17
75.4	25.2
76.5	25.7
69.7	23.1
58.1	19.3
50.9	16.7
46.2	15.1
43.1	14
40.2	12.6
33.7	11
26.5	10.5
28.7	-1
28.3	-1
25.4	-1
21.2	-1
18.1	-1
16.4	-1
16	-1
16.5	-1
18.1	-1
22.4	-1
24	-1
22.9	-1
21.9	-1
21.1	-1
20.7	-1
22.2	-1
22.7	-1
22.2	-1
21.2	-1
19	-1
17.4	-1
14.6	-1
13.4	-1
17.1	-1
17.5	-1
17.7	-1
17.5	-1
18	-1
17.7	-1
16.5	-1
15.7	-1
14.3	-1
15.6	-1
16.7	-1
16.2	-1
16.3	-1
16.4	-1
15.6	-1
15.5	-1
15	-1
13.5	-1
12.4	-1
13.1	-1
14	-1
14	-1
14	-1
13.7	-1
13.6	-1
13.2	-1
12.7	-1
12.3	-1
11.9	-1
11.2	-1
11.2	-1
11.7	-1
11.4	-1
10.2	-1
8.85	-1
9.18	-1
9.35	-1
9.52	-1
9.53	-1
9.71	-1
9.68	-1
8.96	-1
8.69	-1
8.79	-1
9.02	-1
9.48	-1
10	-1
10.3	-1
10.6	-1
10.5	-1
10.5	-1
10.4	-1
9.99	-1
9.56	-1
9.47	-1
9.63	-1
9.42	-1
8.98	-1
8.56	-1
8.69	-1
8.87	-1
8.66	-1
8.2	-1
7.8	-1
8	-1
8.2	-1
8.4	-1
8.97	-1
9.36	-1
9.6	-1
9.35	-1
9.09	-1
9.4	-1
9.63	-1
9.3	-1
9.36	-1
9.49	-1
9.12	-1
9.25	-1
9.16	-1
8.96	-1
9.19	-1
9.06	-1
9.84	-1
10.2	-1
9.82	-1
9.75	-1
9.47	-1
9.13	-1
8.83	-1
8.67	-1
8.57	-1
8.75	-1
8.66	-1
8.72	-1
8.69	-1
8.57	-1
8.48	-1
8.48	-1
8.28	-1
7.96	-1
8.34	-1
8.24	-1
8.17	-1
8.15	-1
8.27	-1
8.38	-1
8.23	-1
8.38	-1
8.62	-1
8.52	-1
8.3	-1
8.18	-1
8.24	-1
8.29	-1
8.29	-1
8.22	-1
7.99	-1
8.11	-1
8.57	-1
8.63	-1
8.64	-1
8.58	-1
8.53	-1
8.48	-1
8.45	-1
8.58	-1
8.82	-1
9.72	-1
9.57	-1
9.05	-1
8.98	-1
9.35	-1
9.41	-1
9.48	-1
9.81	-1
10	-1
10	-1
9.89	-1
10.1	-1
10.8	-1
11.6	-1
12.5	-1
13	-1
12.7	-1
12.3	-1
12.1	-1
11.9	-1
11.8	-1
11.7	-1
11.9	-1
12.3	-1
12.9	-1
12.7	-1
13	-1
15.4	-1
17.7	-1
17.7	-1
17.9	-1
19.6	6.03
24.1	6.98
27.9	7.45
30	9.07
32.8	9.66
30.7	8.88
28.4	8.53
27.5	8.69
30	9.76
30.9	9.65
29.9	9.31
28.2	8.48
26.3	7.73
25	7.31
24.2	7.17
24.2	7.22
25.3	7.42
28.8	8.13
34.8	9.39
44.3	12.5
51	14.6
47.6	14.3
42.9	13.3
39	12
36.5	11.1
35.7	10.7
37.5	10.8
39.1	11.2
42.9	11.7
42.6	11.3
41.8	10.9
41.1	10.7
41.4	10.7
43.3	10.8
55.9	12.1
78.1	15.6
108	22
116	26.4
109	25.5
101	23.8
106	23.9
145	29.3
162	33.4
155	34.1
141	31.2
117	26.4
98.9	22.6
91.9	20.7
89.5	19.9
91.5	19.9
99.2	22.2
116	26.2
129	30
145	34.4
153	38.4
147	38.5
144	38.1
137	36.5
125	34.3
124	34.3
131	36
147	37.7
146	39.4
147	40
149	38.8
142	34.4
124	32
119	31.3
110	27.4
96.6	23.3
86	20.9
84.2	21.6
83.8	21.4
76.3	21.6
75	22.3
76.8	23.6
79.6	25.2
82.9	27.3
86.4	29.2
89.1	31.1
94.7	33.2
90.1	31.1
79.7	27.9
73	26.1
69.3	25.4
68	25.7
68.5	25.5
65.4	23.5
59.8	21.7
56.6	21.3
56.5	22.6
57.9	22.5
55.8	21.7
53.7	21.4
53.2	21.4
53.3	21.5
54.9	22.3
55	23
54.2	21.9
53.7	21.4
51.6	20.7
49.1	19.9
47.4	19.8
46.9	20.1
47.3	21
48.6	22.4
50.8	23.4
53.4	24.2
55.2	24.7
55.9	25.3
54.4	24.6
53.5	23.7
51.9	23.6
68.4	27
73.8	23.2
70.2	21.5
73	18.1
66.4	16.7
65.8	16.6
65.3	18.4
65.4	17.9
65.9	23.3
67.2	23.2
64.4	22.2
64.3	20.4
61.4	17.4
57.8	15.6
57	14.4
52.8	12.6
48.9	11.3
45.3	10.3
44.7	10.5
45.4	11.2
46.5	13
53.9	14.1
50.9	13
47.3	11.9
44.5	11
42.4	10.4
41.2	10
41	10.3
42.5	10.1
39.8	9.5
37.5	8.85
36.5	8.77
36.7	8.66
35.5	8.35
34.4	8
33.7	7.88
33.3	7.83
32.7	7.76
32.7	8.59
34.5	8.76
32.9	8.06
31.8	7.61
30.9	7.31
30	7.06
29.3	6.85
28.8	7.14
30	7.42
29.1	7.01
28.6	7.33
29	7.14
27.9	6.79
27	6.53
26.4	6.28
26.6	8.93
32.2	9.2
31.7	9.04
30.8	8.3
30	7.9
29.1	7.5
28	7.06
27.8	6.96
27.1	6.64
26.8	6.48
25.9	6.2
24.8	5.8
24.5	5.6
22.2	5
22.5	5.1
23.7	5.07
22.7	4.8
22	4.6
20.5	-1
21.9	-1
21.1	-1
21.2	-1
20.9	-1
22.2	-1
21.7	-1
21.1	-1
21.1	-1
20.8	-1
19.5	-1
17.2	-1
17.8	-1
18.3	-1
19.4	-1
19.8	-1
18.7	-1
16.9	-1
16.7	-1
16.4	-1
15.8	-1
15.2	-1
14.6	-1
13.9	-1
16.8	-1
14.6	-1
13.1	-1
12.5	-1
11	-1
11.4	-1
12	-1
13.1	-1
15.1	-1
15.7	-1
15.2	-1
13.7	-1
13.3	-1
13.6	-1
14	-1
14.6	-1
15.8	-1
13.7	-1
11.6	-1
13.6	-1
15.6	-1
14.3	-1
14.2	-1
13.6	-1
14	-1
13.9	-1
12.9	-1
11.6	-1
10.2	-1
10.4	-1
11.8	-1
12.1	-1
11.5	-1
11.1	-1
10.7	-1
10.3	-1
10.1	-1
10.2	-1
10.7	-1
9.9	-1
9.51	-1
9.27	-1
9.55	-1
10.1	-1
10	-1
10	-1
9.91	-1
9.75	-1
9.72	-1
9.44	-1
9.24	-1
9.33	-1
9.53	-1
9.82	-1
10.1	-1
10.5	-1
10.9	-1
11	-1
10.7	-1
10.9	-1
11.3	-1
11.3	-1
11.4	-1
11.6	-1
11.7	-1
11.6	-1
11.6	-1
11.5	-1
11.4	-1
11.6	-1
11.5	-1
11.3	-1
10.5	-1
9.96	-1
9.51	-1
9.3	-1
9.65	-1
10.2	-1
10.5	-1
10.2	-1
10.7	-1
10.1	-1
9.23	-1
8.97	-1
9.15	-1
9.25	-1
9.26	-1
9.27	-1
9.42	-1
9.36	-1
9.56	-1
9.57	-1
9.42	-1
9.42	-1
9.13	-1
9.04	-1
9.22	-1
9.15	-1
9.13	-1
9.02	-1
9.14	-1
9.34	-1
9.24	-1
9.03	-1
9.34	-1
9.34	-1
9.41	-1
9.5	-1
9.41	-1
9.33	-1
9.28	-1
9.24	-1
9.18	-1
8.9	-1
8.6	-1
9.1	-1
9.42	-1
9.05	-1
8.62	-1
8.44	-1
8.96	-1
8.8	-1
8.81	-1
8.91	-1
8.88	-1
8.83	-1
8.68	-1
8.77	-1
8.83	-1
8.68	-1
8.76	-1
8.85	-1
8.82	-1
9.01	-1
9.72	-1
9.75	-1
9.48	-1
9.49	-1
9.41	-1
9.23	-1
9.14	-1
9.01	-1
9.12	-1
9.76	-1
9.67	-1
9.55	-1
9.91	-1
10.7	-1
12.1	-1
14.7	-1
18.5	-1
22.3	-1
28.8	-1
31.7	-1
